word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
tea,1850,0,5196,1,5.0727,True,"bth ap ri brx april, 1839, in owing to the :above small deficiency in the stock of tea in great britain, speculative demand has caused a temporary advanee.on common tea. your obliged and faithful serr"
tea,1850,0,5196,2,5.1804,True,"coals for export. the ince-hall company's steam and other coals can now be supplied in garston docks on same terms us in liverpool. for prices apply to william laird, general manager. company's of..."
tea,1850,0,5196,3,5.2187,True,"coals for export. the ince-hall company's steam and other coals can now be supplied in garston docks on same terms us in liverpool. for prices apply to william laird, general manager. company's of..."
tea,1850,0,5196,4,5.2432,True,"...urers. bombardment of canton.—canton in the possession of the allies.—the above news, and the con- seqmint resumption of trade, enable the east india tea com. ,p"
tea,1850,0,5196,5,5.2462,True,"...ness during the month has again been more than ordinarily brisk, sales of manufactured goods having been effected at improved rates, and purchases of tea and other"
tea,1850,0,5196,6,5.2715,True,"stock in the united kingdom stock, 31sr march, 1858 stock, 31st marcel 1859. cargoes of tea afloat btri april, 1858, in 17 ships.. bth april, 1859, in 23 ships owing► to the above small deficiency in "
tea,1850,0,5196,7,5.2731,True,"...ess during the month has again been more than ordinarily brisk, sales of manufactured goods having been effected at irnprovei rates, and purchases of tea and othe"
tea,1850,0,5196,9,5.2775,True,"the tea trade. the price of tea has been gradually advancing for the last three months, and during that time the advance is at least 3d per lb., and it is th..."
tea,1850,0,5196,10,5.2886,True,"the tea trade. mhe price of tea has been gradually advancing for the laat three months, and during that time the advance is at least 3d per lb., and it is th..."
tea,1850,0,5196,11,5.295,True,"the tea trade. rythe price of tea has been gradually advancing for 1. the last three months, and during that time the advance is at least 3d per lb., and it ..."
tea,1850,0,5196,12,5.2989,True,"...77: 'out 7-y-r and coillyrm,o,tal intelligence. city, two o'clocit. advices from liverpool state that the cotton market yesterday closed quietly but steadily, and prices were without alteration"
tea,1850,0,5196,13,5.3046,True,"the tea trade. mhe price of tea has been gradually advancing for the last three months, and during that time the advance is at least 3d per lb., and it is th..."
tea,1850,0,5196,14,5.3192,True,"tea trade. the following statement of the quantitin of tea taken into consumption during the past quarter, no compared with the corresponding period of 1..."
tea,1850,0,5196,15,5.3386,True,"the tea trade. mhe price of tea has been gradually advancing for the last three months, and during that time the advance is at least 3d per lb., and it is th..."
tea,1850,0,5196,19,5.3822,True,"deafness-turkish treatment invaluable discovery. t e. a this day the duty on tea is reduced 41. per lb.— from is. 9d. to is. sd. the public, no doubt, ex- pect to be able to buy the same quality of te"
tea,1850,0,5196,21,5.3991,True,"bombardment of canton.—canton in the possession of the allies.—the above news, and the con- sequent resumption of trade, enable the east india tea com- pany to quote their lowest price for their 61b. "
tea,1850,0,5196,22,5.3995,True,"india and china mails. the steamer america, from alexandria, arrived at trieste to-day at 6 30 a.m. alexandria, feb. 20.—the india malls arrived with dates, long-kong, jan. 15; calc..."
tea,1850,0,5196,23,5.4009,True,".... c;;during the month has again been more than ordinarily brisk, sales of manufactured goods having been effected at improved rates, and purchases of tea and o"
tea,1850,0,5196,26,5.4251,True,"boibardnient of canton.- (warm] in the possession of the allies.—the above news, and the consequent resumption of trade, enables the east india tea company to quote their prices for their olb bags at "
tea,1850,0,5196,27,5.4284,True,"the london and nort read this, -western tea company. read that, extract from the circular of the london and north-western tea company, dated may let, 1855. extract from mr. robert roberta', cir..."
tea,1850,0,5196,28,5.4314,True,"...77: 'out 7-y-r and coillyrm,o,tal intelligence. city, two o'clocit. advices from liverpool state that the cotton market yesterday closed quietly but steadily, and prices were without alteration"
tea,1850,0,5196,30,5.4491,True,...e importance both to merchants and porters was decided at the sheriff court at leith by sheriff ballard on tuesday. on the 6th april last the duty on tea was r
tea,1850,0,5196,31,5.4504,True,"duty paid. 1850. 1851. 1862. raw teas 293,228 .... 307,180 .... 324,016 refined ~ 3,262 .... 7,824 .... 16,340 molasses „ 15,734 ..„ 16,616 .... 18,676 total tons 312,281 331,620 358,931..."
tea,1850,0,5196,33,5.4721,True,"bombardment of canton.—canton in the possession of the allies.—the above news, and the con- sequent resumption of trade, enable the east india tea colll- pant to quote their lowest price for their 61b"
tea,1850,0,5196,34,5.4832,True,commercial intelligence. there are various statements as to the supply of tea in canton that can be made available for foreign export 260 chops of co7gou are stated to be stored in the neighbourhood o
tea,1850,0,5196,35,5.4867,True,"t e a this day the duty on tea is reduced 4d. per lb.— from is. 9d. to is. bd. the public, no doubt, ex- pect to be able to buy the same quality of tea at a lower price than former..."
tea,1850,0,5196,36,5.4869,True,"tea trade. the following statement of the quantitin of tea taken into consumption during the past quarter, no compared with the corresponding period of 1..."
tea,1850,0,5196,39,5.5039,True,"our own correspondent"" says twenty-one million pounds of tea have been released by the possession of canton.—the east india tea company anticiv.te the arrival of this, and have reduced the price of th"
tea,1850,0,5196,40,5.5098,True,"...nt it is well exemplifie enolvii famil/es, and others residing abroad, wil recognise the advantages which we possess for till execution of orders for tea ifxneß bond, duty _free— both as"
tea,1850,0,5196,45,5.5247,True,established 1846. the reduction of the duty on tea has been a subject of universal comment. the benehcial effects of this mea- sure seeidenced in the superior quality of the article supplied at the pr
tea,1850,0,5196,48,5.5337,True,commercial intelligence. there are various statements as to the supply of tea in canton that can be made available for foreign export 260 chops of congou are stated to be stored in the neighb•mrhood o
tea,1850,0,5196,49,5.5404,True,"go s 62, old-i?!ll•street. (late briscoe.) liverpool, 17th march, 1856 royal bank buildings. the progress ofthe-importation of tea this season has been rapid, and unusually large ;—and the latest date"
tea,1850,0,5196,50,5.5405,True,"who will pay the chinese indemnity why, lhe english themselves. an export duty is to be levied, and then not even the eagt india tea company will be able, as they now are, to sell 61b. of black, green"
tea,1850,0,5196,52,5.5432,True,"...yal bank buildings, liverpool, 7th february, 1852. we have not felt justified, until the present time, in recommending this season's imports of black teas, the quality of the earlier arrivals having"
tea,1850,0,5196,54,5.5526,True,"export the undersigned supply the following qualities, c steani coals. north wales.. shipped at dirkf.nhead. south wales .. shipped at cardiff or new lancashire.... shipped at gars lon liverpool admir"
tea,1850,0,5196,55,5.5538,True,"the tea trade. rythe price of tea has been gradually advancing for 1. the last three months, and during that time the advance is at least 3d per lb., and it ..."
tea,1850,0,5196,56,5.5586,True,"who will pay the chinese indemnity why, the english themselves. an export du'ly is to be levied, and then not even the :east india tea company will be able, as they now are, to sell mb. of black, gree"
tea,1850,0,5196,57,5.5601,True,"t e a. this day the duty on tea is reduced 4.1. per lb.— from is. 9.1. to is. sd. the public, no doubt, ex- pect to be able to buy the same quality of tea at a lower price than form..."
tea,1850,0,5196,60,5.5727,True,"the tea trade. mhe price of tea has been gradually advancing for the laat three months, and during that time the advance is at least 3d per lb., and it is th..."
tea,1850,0,5196,61,5.5734,True,"the tea trade. the price of tea has been gradually advancing for the last three months, and during that time the advance is at least 3d per lb., and it is th..."
tea,1850,0,5196,62,5.5765,True,"t e a. iphis day the duty on tea is reduced 4d. per lb.- 1 from is. 9d. to is. sd. the public, no doubt, ex- pect to be able to buy the same quality of tea at a lower price than form..."
tea,1850,0,5196,63,5.5848,True,"ney market and commercial intelligence. city, two o'caock advices from liverpool state that the cotton market 'yesterday clo,ed quietly but steadily, and prices were without alteration. the sales were"
