word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
tea,1870,0,3663,1,5.2457,True,"to 501bs. of tea china cops not sower s. cream jugs. nin.tard pots. butt, cool. rs. celery ohms,. tumblers, wive mosses. itren.l baskets, tea trays, tem ot.. :11id ta..."
tea,1870,0,3663,2,5.2671,True,"agent for_loysell's patent coffee urn the renlinder of the great stock of *writirq d ladies' work boxes, cotapani ns, eather bags, p:r-es, tea caddies, looking glasses, inkstands, album• other fancy g"
tea,1870,0,3663,3,5.3688,True,"a present made to every purchaser of 11b. and upwards. tieketo given with less or larger quantities. special with 3 to 6 lbs. of tea. sets of jugs. teppots, half-dozen china. half-dozen dinner plates,"
tea,1870,0,3663,6,5.4262,True,"...t place, wedneseury. a present made to every purchaser of fib, and upwards. tiekets given with less or larger quantities. special with 3 to 6 lbs. of tea. sets of jugs, teapots, half-d"
tea,1870,0,3663,9,5.4708,True,"...good plumbing stock always on hand. g. s. norton, genera l ironmonger, 132, high street, poole. travelling trunks. hip and sponge baths. toilet ware. tea trays and waiters. "
tea,1870,0,3663,10,5.4726,True,"special with 12 to 30 lbs. tea, timepieces. alarm clocks, copper kettles. bed- steads, fenders, fireirons, dozens table and dessert knive and forks, table spoons, metal teapots, co..."
tea,1870,0,3663,11,5.475,True,"special with 12 to 30 lbs. tea. timepieces, alarm clocks, copper kettles, bed- steads, fenders, fireirons, dozens table and dessert knive and forks' table spoons, metal teapots, co..."
tea,1870,0,3663,19,5.5078,True,"special with 12 to 30 lbs. tea. timepieces. alarm clocks, copper kettles, bed- steads, fenders, fireirons, dozens table aviul dessert knive and forks, table spoons, metal teapots, ..."
tea,1870,0,3663,21,5.5166,True,"...t place, wedneseury. a present made to every purchaser of fib, and upwards. tiekets given with less or larger quantities. special with 3 to 6 lbs. of tea. sets of jugs, teapots, half-d"
tea,1870,0,3663,22,5.522,True,"special with 12 to 30 lbs. tea timepieces, alarm clocks copper kettles, bed- steads, fenders, fireirons, dozens table and dessert knive and forks, table spoons, metal teapots, coal..."
tea,1870,0,3663,24,5.5336,True,"special_ with 12 to 30 lbs. tea. timepieces, alarm clocks, copper kettles, bell- steads, fenders, fireirons, dozens table and dessert knive and forks, table spoons, metal teapots, c..."
tea,1870,0,3663,26,5.5357,True,"special with 12 to 30 lbs. tea. timepieces, alarm clocks, copper kettles, bed- steads, fenders, fireirons, dozens table and dessert knive and forks, table spoons, metal teapots, co..."
tea,1870,0,3663,29,5.5455,True,"...eral fancy department 16, bosi) street, wnrmorrir. the htock comprises cabinet goods in desks ~ work boxes. 11 2 t dressing cases. of /1 jewel cases. tea caddies. 11 /1 glove b"
tea,1870,0,3663,30,5.5482,True,"special with 12 to 30 lbs. tea. timepieces, alarm clocks, copper kettles, bed- steads, fenders, fireirons, dozens table and dessert knive and forks, table spoons, metal teapots, co..."
tea,1870,0,3663,33,5.5567,True,"to 501 b. of tea china cups and saucers. sugar damns, and cream jugs, salt cellars, klustard pots, butter cook's, celery glasses, tumblers, wine glasses, 'lnept baske..."
tea,1870,0,3663,35,5.5596,True,"...ket place, wednesbury. a present made to every purchaser of i.lb. and upwards. tickets given with less or larger quantities. special with 3to liis,of tea sets of jugs, teapots, hall-dozen ch"
tea,1870,0,3663,36,5.5721,True,"special with 12 to 30 lbs. tea. timepieces, alarm clocks, copper kettles, bed- steads, fenders, fireirons, dozens table and dessert knive and forks, table spoons, metal teapots, co..."
tea,1870,0,3663,38,5.5791,True,"...y depot, *7 and v, 87's mary street, g. s. norton, general ironmonger, 132, high street, poole. travelling trunks. hip and sponge baths. toilet ware. tea trays and waiter"
tea,1870,0,3663,39,5.5812,True,"...t place, wednesbitrt. a present made to every purchaser of lib. end upwerds. tickets given with le. or larger quantities. special with 3 to 6 lbs. of tea. sets of jugs, teapots, half-dosen"
tea,1870,0,3663,45,5.6119,True,"spoons; knives and forks; britannia earthenware tea pots; tea trays, writing desks, copper kettles, sugar cream jugs, china tea cups and &maks, glasses, fancy vases, timepieces, &c. ••••1. /.•=1•• we "
tea,1870,0,3663,46,5.6156,True,"special with 12 to 30 les: tea. timepieces. alarm clocks, copper kettles, bed- steads, fenders, fireirons, dozens table and dessert knive and forks, table spoons, metal teapots. co..."
tea,1870,0,3663,50,5.6344,True,"...t place, wednesbitrt. a present made to every purchaser of lib. end upwerds. tickets given with le. or larger quantities. special with 3 to 6 lbs. of tea. sets of jugs, teapots, half-dosen"
tea,1870,0,3663,51,5.6384,True,"a present made to every purchaser of 11b. and upwards. tieketo given with less or larger quantities. special with 3 to 6 lbs. of tea. sets of jugs. teppots, half-dozen china. half-dozen dinner plates,"
tea,1870,0,3663,54,5.6472,True,"co•operation versus competition. tea. pure, rich, and strong, (guaranteed by certificate of the borough analyst), 2e. &1., se., and 3s. 4d. per lb., siftings, is. 6d., at this london co-..."
tea,1870,0,3663,55,5.6477,True,"special with 12 to 30 lbs. tea timepieces, alarm clocks, copper kettles, bed- steads, fenders, fireirons, dozens table and dessert knive and forks, table spoons, metal teapots, coa..."
tea,1870,0,3663,56,5.6517,True,"system of business. every purchaser of ;lb., or even 20z. of tea, iv- °elven a cheque, whit may be kept till a nntlieient number in 0btam.....1 to emitidrue purchaser to any article ilorireil, and the"
tea,1870,0,3663,59,5.6536,True,"to be given away £5oo worth isefiil and fancy articles such as nickel silver tea, table, and dessert spoons; knives and forks; britannia metal and earthenware tea pots; tea trays, work-boxes. writing "
tea,1870,0,3663,61,5.6572,True,"dividing profits with our customers. every purchaser of a quarter-pound of our splen- did teas, at any price, receives a cheque which entitles the holder to participate in the distribution of presents"
tea,1870,0,3663,62,5.6572,True,"general fancy department. 16, bond street, weymouth. the stuck comprises cabinet goods in desks work boxes. dressing cases. jewel cases. tea caddies. glove boxes. handkerchief boxes. brackets. reading"
tea,1870,0,3663,63,5.6595,True,"dividing profits with our customers. every purchaser of a quarter-pound of our splen- did teas, at any price, receives a cheque which entitles the holder to participate in the distribution of presents"
tea,1870,0,3663,64,5.6598,True,"...ry. joseph baildon & co., high street, newcastle. beg to rill the attention of the public to their very extensive and well-assorted stock of iron bedsteads, bronzed and berlin br,,"
tea,1870,0,3663,68,5.6813,True,"company would feel obliged to the authorities if they will witr steps to auulyse old pur4y the water of this dietrict. ft tea should be tua,le with pure water. system of business. every purchaser of l"
tea,1870,0,3663,70,5.683,True,the stock comprises cabinet goods in desks work boxes. dressing cases. jewel cases. tea cadd/es. glove boxes. handkerchief boxes. brackeis. reading stands. tops. leather goods in (russia) purses. ft „
