word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
opium,1850,0,115,2,7.6112,True,"...he • low. _ eountriso there before u changed few days in or mutt will take piece mend taken tbei exciter:, onr lest. 7 credits bay document have par' opium foam the the"
opium,1850,0,115,14,8.2425,True,"...diela chief omen, units linlonil 14 kim to %tv 13/11.11g1old21111 l aofiogo ity limas ass ofl ii lal,..one el ad raw ay intoelopose for a into ea et* opium imo wren wan grial"
opium,1850,0,115,27,8.6876,True,"...latin moe d now, sat alma wu sob al tie bala de as tola eta loplatt tame at tiattkai, tina& ifigwar. t. is a ma* be valmalkia argan mat sammaida dabs opium wimer. loft b."
opium,1850,0,115,30,8.7737,True,"difficult of sale. opium the market is quiet, and we may quote i,llor, to 1,11 the apprehended sufferings from arc ity are, preigeits sr. per chest. exchange the china mail h..."
opium,1850,0,115,46,9.2985,True,"...om the ants moil gives an anciettat of the state of matters at tiontaio when the very left tux-nun, joss 4. the proasedthis of the and =wins dace the opium ear lost. et"
opium,1850,0,115,47,9.3382,True,"...i win i. i= we bo m .1t i m pot rw► 1. nw"" adria *l7. il. kr i il, le& .0. kn. i 11. la. *tweak ihnek pare- boa= modem oft be- miami m smi nom mg lir opium i. 7i7 i i nth. of the r. lap r"
opium,1850,0,115,54,9.5149,True,"9//m om 0/ to 1.00100 an opium wwii couroso, ccc. it im. sa. cod co) ii 100 om oaslmar.' 0.14•08 b. a and ms balsam 11000iiii 66' ""** • • ..... • 3513'u6 15 ov 01001101 .......... ..."
opium,1850,0,115,65,9.8635,True,"indigo flax cdrrants guano [temp —.:,......,.........;......cwt, r 125,484 mahogany tans 2,870 oil, palm cwt. 68,704 opium lbs. 501 provisions cwt. 14,289 quicksilver lbs. 200,136 rice cwt. 5 ,2t7 ..."
opium,1850,0,115,81,10.2084,True,"thi opium illibe ms. mimic ;iilia;•; erluh .1.4 tu.a for tkundsy. gold cvilkinct in india. mr. c. said a iscrear, of &aft kr ladia .!mier thou ess_ se piernat ..."
opium,1850,0,115,87,10.3538,True,"crystal palace.—the second grand whim flow= mil yikiit show ile ur marl dora ms be mid ea widisida t. joao maw dom opium 11. •solo yea age by two odra soma ttokok, or b 0.. holm, mersolw wo promo a ho"
opium,1850,0,115,90,10.4509,True,"fugitives from lucknow. mr. osborne, sub-deputy opium agent, writing on the 4th of february from a place midway between fyiabed and oude, says :—"" several christian fugitives have lately been saved fr"
opium,1850,0,115,96,10.7219,True,"...hina. we have news from china via penang, dated 10th july, from hong kong, and shanghai 28th june the screw-steamer laucefield had arrived. prices of opium at hong kong—patna 327 a, benares 335, and "
opium,1850,0,115,102,11.4365,True,"to ""lovxks of fish"" (fifth tiomoo).—.• opium yarmouth dloatzil wry ir mora dormolos forrodod to an porn on rwrot s room* r mew id pro prior moor or palfalke order. ws prim 6. od. lispiskili do. ..."
opium,1850,0,115,103,11.6647,True,"resole wwi', row opium the propel= omega= woven el 4444 it bear involve, and the new which the inverses= wee about to ?an atse sympathy with the led wei coin- e nti. tbeia ..."
opium,1850,0,115,105,11.6799,True,"iat evening. royal italian opium wi alibi tpr. iaoprasis whose. thole= et the seem i dist is, h era. the last rims* i. theatre will coatiaajopat foe taus ad wi the sad seat yea: the ..."
opium,1850,0,115,106,11.6933,True,"-- london. :the wreck of tile larpeat. the antelope opium clipper had brought to hong- kong three men, the sole survivors of the british snip larpent; which was wrecked on the south-east end of fortnu"
opium,1850,0,115,107,11.8851,True,"lon don, the wreck of the larpea2: the antelope opium clipper had brought to hong- kong three men, the sole survivors cf the british ship larpent, which was wrecked on the south-east end of formosa on"
opium,1850,0,115,114,13.647,True,"the weather--sus opium march 4. theilmonitee, in ths 47—highest since noon yesterday. 40 -!sweat this morning and dtieng the night. 42 —this day at noon. banomwrlß-30 61. w..."
opium,1850,0,115,115,14.2106,True,"...igh water at london bridge. this dal—morn., 33 min. aft. i—even., 50 min. aft. 1 to.3forrow—morn. 5 min. aft. 2 —even. 23 mtn. aft. 2 the weather—sux opium november 15. terrmometir, in the siam!. 53—"
opium,1850,1,382,6,5.1017,True,"for, in the main, by exports of opium from india in 18s7-58 the value of expor ia from thence to china having been estimated at £9,366,800, and the imports from china only at £915,000. th..."
opium,1850,1,382,13,5.1899,True,"consumption of indulged entertain views they c opium, now carried on to india and china. they' 4. they believed, in come that this traffic end invo. a great laws ot nation ever yet the iieheet lambs i"
opium,1850,1,382,25,5.34,True,"for, in the main, by exports of opium from india in 18s7-58 the value of expor ia from thence to china having been estimated at £9,366,800, and the imports from china only at £915,000. th..."
opium,1850,1,382,28,5.3599,True,"the north. china herald says that an imperial duty upon opium has at length been imposed at this port. small boats, with official flags flying, hav- ing been stationed near the opium ships at woo- sun"
