word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
tobacco,1870,0,419,370,5.5464,True,"vinegar jars, tobacco jars, snuff jars sugar -hoppers ci) eese tasters butter triers butter stands butter knives bacon knives tea scoops, flour scoops, t 6 funnels vinegar..."
tobacco,1870,0,419,382,6.0253,True,"brass and store bins flour bins tea bins treacle cisterns )1: _ 1 f paraffin show silo\ vinegar jairs, tobacco jars snuff jars, 1 1 _ 1 siigar choppers c eege tasters utter triers tter. stands tter kn"
tobacco,1870,0,419,383,6.0329,True,"vinegar j nrs, tobacco jars, snuff jars sugar choppers cheese tattias utter pliers butter stands butter knives bacon knives"
tobacco,1870,0,419,413,7.276,True,"removal. great reduction in meerschaum and briar pipes, cigar holders, cases, tobacco boxes, pouches snuff boxes, tobacco jars, &c., 4:c. upwards of 500 meerschaum pipes and cigap. holders will be sol"
tobacco,1870,0,419,415,7.5011,True,"removal. great reduction in meerschaum and briar pipes, cigar holders, cases, tobacco boxes, pouches snuff boxes, tobacco jars, &c., 4:c. upwards of 500 meerschaum pipes and cigap. holders will be sol"
tobacco,1870,1,2536,1,5.5439,True,"established 1740. dickinson, tobacco manufacturer, 22 and 24,8 ilie market, newcastle-on-ttnii. 240 a the wonder of middlesbro'. tune—"" the campbells are coming."" what a wonderful dealer..."
tobacco,1870,1,2536,2,5.5807,True,"established 1710. dickinson, tobacco manufacturer, 22 awn 24, bigg market, newcastle-on-tyne. 240. the wonder of itiddlesbro'. turns—"" the campbells are coming."" -- what a wonderful deal..."
tobacco,1870,1,2536,3,5.6445,True,"established 1740. dickinson, tobacco manufacturer, 22 and 24, bios market, newcastle-on-tyne. 240 a the wonder of middlesbro'. tc.nb—"" the campbells are coming."" -- what a wonderful deal..."
tobacco,1870,1,2536,4,5.6577,True,"estait lashed 1740. dickinson, tobacco manufacturer, 22 and 24, big() market, newcastle-on-tyne. 240 a the wonder of middlesbro'. tune—"" the campbells are coming."" -- what a wonderful deal..."
tobacco,1870,1,2536,5,5.7,True,"established 1740. _ dickinson, tobacco manufacturer, 22 amp 24,81gg market, newcastle-on-tyne. 240 a the wonder of middlesbro'. trni-6. the campbells are coming."" what a wonderful dealer t..."
tobacco,1870,1,2536,6,5.7122,True,"r. fothergill, tobacco manufacturer, 53, 1110h-strrist, stockton. factory-22, linthorpe-road, middlesbrough."
tobacco,1870,1,2536,7,5.7612,True,"r. fothergill, tobacco manufacturer, 53, high-street, stockton. factory.-22, linthorpe-eoad, m_iddlesbrough."
tobacco,1870,1,2536,8,5.7959,True,"d, south street, afiddlesbrough. j. and re sinclair, tobacco manufacturers and cigar importers. wright derweisit, accountant and commission agent, 70, linthorpe road, middlesbrough. from"
tobacco,1870,1,2536,9,5.8587,True,"opened tobacco manufactory, 36, sussex street, middlesbrough. the first and"
tobacco,1870,1,2536,10,5.8714,True,tobacco manijfacti7 re b a bee avon. jones's celebrated star returns. the tobacco manufactured at this factory is the best and cheapest in the market. goes c...
tobacco,1870,1,2536,12,5.896,True,"established i dickinson, tobacco manufactur er, 22 and 24, big° market, newcastle-on-tyne. 2124 robinson de dennis, auctioneers and valuers, sale room, bridge street west, middl esbr..."
tobacco,1870,1,2536,13,5.9077,True,"r. fothergill, tobacco manufacturer, 53, high-stbeit, stockton. factory -22, linthorpe -boad, 1411ddlesbrough"
tobacco,1870,1,2536,14,5.9199,True,roßziax aolus. cope brothers & co. beg to ea..e that they hare u4te their balaton • special department for *it rt.rh of the tobacco trade. all the 13eht brands of the havana atanufac. tubers 000 be se
tobacco,1870,1,2536,15,5.9353,True,"11 r. fothergill, tobacco manufacturer, 53, high-street, stockton.. factoby.-22, linthorpe. -road, price one penny. extraordinary"
tobacco,1870,1,2536,16,5.9408,True,",adh bird's-eye retu.rns. dickinson, tobacco manufacturer, 22 and 24, bien market, newcesms-on-tine."
