word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
tobacco,1910,0,676,2,6.2412,True,"much appreciated ""fags."" those who have kindly subscribed to the tobacco fund for our local soldiers at the front, will be glad to know that a letter has been received from colonel fairciough saying t"
tobacco,1910,0,676,5,6.3857,True,"...ilacipool. viciintuji sad =liam waldo et wry oadaebmsel 1141ixtixo raater rasemylea..b= 1 awe *ad esair maapool. awl established 13 years. a•beiravbn tobacco manufactory, i"
tobacco,1910,0,676,6,6.412,True,"much appreciated ""fags."" those who have kindly subscribed to the tobacco fund for our local soldiers at the front, will be glad to know that a letter has been received from colonel fairciough saying t"
tobacco,1910,0,676,7,6.442,True,"*milo mr. neal green, a grimsby trawler owner and fish curer, has just sent instrntions to a local tobacco firm to deliver at his expanse 100.000 cigarettes to the men of the lincoln regiment now at t"
tobacco,1910,0,676,8,6.4487,True,"much appreciated ""fags."" those who have kindly subscribed to the tobacco fund for our local soldiers at the front, will be glad to know that a letter has been received from colonel fairctough saying t"
tobacco,1910,0,676,9,6.4928,True,"county borough op warrington. tobacco fund for the 2nd and 4td south lancashpes at the front. • • .t s.; d amount paid to date employes j. crostield s.: sons, ltd., • sth contribution 5 0..."
tobacco,1910,0,676,10,6.4931,True,"established 63 years. hargraves' tobacco manufactory. 41 swan street limit:emu. al. 1,444 -.ohms of plaid( sad fancy tolotro, ilonafsetorod to older sail owen. med soul oroordlag to goo. to ..."
tobacco,1910,0,676,12,6.5596,True,established 113 tea/tll. ei•boravew tobacco manufactory. 44 swan ethel?. manchester. -- as drariptioa• =w et plain sad fancy is. totowa massibetand to wise sad gnus.. was pod seconftes i. u..
tobacco,1910,0,676,13,6.5612,True,"thanks for tobacco. ""in this letter i wish to thank all those who contribute to the local tobacco fund, for the 'boys' think a lot of the 'cigs.' they receive from 'bli..."
tobacco,1910,0,676,16,6.6538,True,"...reaking int. um. on sourday. at the blackpool police court, lobo henry bramwell was charged with elsopbseskiac and larceny. james boyle said he had • tobacco shop on one victoria "
tobacco,1910,0,676,17,6.6554,True,"b "":11tisii-american tobacco co. ltd. ex. dept., westminster house, 7, millbank, london, alive and kicking, and i hope you are all the same in dear old england. i am trying to le..."
tobacco,1910,0,676,26,6.6899,True,"subscription lists. • county borough of warrington. tobacco fund for the 2nd and ka south lancashires. ....' s. (1. l'earson & knowles c,onl & iron co.. ltd. (51st) 4t amount in.hand 15 15 8 -tlb 5 8 "
